"SITECODE","DESIGNATIONCODE","DESIGNATEDSITENAME","OVERLAPCODE","OVERLAPPERC"
"BE35027C0","BE12","","",0
"BE35028C0","BE00","","",88.37
"BE35029C0","BE00","","",97.69
"BE35029C0","BE15","","",0.02
"BE35030C0","BE01","","",5.72
"BE35030C0","BE02","","",8.37
"BE35030C0","BE05","","",62.74
"BE35032C0","BE00","","",0.07
"BE35032C0","BE12","","",36.85
"BE35033B0","BE00","","",4.55
"BE35036C0","BE00","","",92.36
"BE35037C0","BE01","","",0.66
"BE35037C0","BE12","","",0.02
"BE35040C0","BE00","","",93.77
"BE35040C0","BE01","","",1.07
"BE35047C0","BE04","","",1.52
"BG0000103","BG06","Liman","/",
"BG0000104","BG06","Golyamata kanara","+",0.11
"BG0000104","BG06","Slaveikova gora","+",0.41
"BG0000104","BG06","Vodenitzata","*",0.4
"BG0000106","BG00","","",98.94
"BG0000107","BG00","","",96.13
"BG0000113","IN06","IBA","=",100
"BG0000116","BG01","","",6.2
"BG0000116","BG06","Kamchijski pyasatzi","+",1.6
"BG0000117","BG00","","",99.01
"BG0000117","BG04","","",0.16
"BG0000117","BG04","Ardachluka","+",0.16
"BG0000132","BG03","","",1.05
"BG0000133","BG04","","",0.29
"BE34016C0","BE05","","",79.14
"BE34017C0","BE00","","",41.57
"BE34018C0","BE12","","",4.3
"BE34019C0","BE02","","",4.54
"BE34020C0","BE05","","",44.19
"BE34021B0","BE00","","",99.79
"BE34022C0","BE00","","",92.23
"BE34023C0","BE00","","",8.31
"BE34024C0","BE02","","",3.37
"BE34025C0","BE12","","",0.01
"BE34025C0","BE15","","",0.46
"BE34026C0","BE00","","",99.74
"BE34026C0","BE12","","",0.02
"BE34026C0","BE15","","",0.24
"BE34027C0","BE00","","",97.05
"BE34027C0","BE01","","",0.67
"BE34027C0","BE12","","",0.36
"BE34028C0","BE00","","",92.63
"BE34029C0","BE12","","",0.03
"BE34030C0","BE15","","",1.19
"BE34031C0","BE05","","",91.88
"BE34031C0","BE15","","",0.95
"BE34032C0","BE05","","",100
"BE34035C0","","Vallée de la Haute-Sûre","*",27.43
"BE34035C0","BE02","","",2.68
"BE34037C0","BE00","","",93.82
"BE34038C0","BE00","","",99.64
"BE34039C0","BE02","","",1.91
"BE34039C0","BE05","","",99.25
"BE34040C0","BE05","","",100
"BE34041C0","BE05","","",96.46
"BE34041C0","BE12","","",3.87
"BE34043C0","BE15","","",0.17
"BE34044C0","BE15","","",0.08
"BE34045C0","BE00","","",98.07
"BE34046C0","BE00","","",95.77
"BE34046C0","BE12","","",4.18
"BE34047C0","BE02","","",2.11
"BE34047C0","BE05","","",24.36
"BE34048C0","BE00","","",94.63
"BE34048C0","BE12","","",5.37
"BE34051C0","BE12","","",1
"BE34052C0","BE12","","",0
"BE34053C0","BE00","","",0.04
"BE34054C0","BE01","","",0.71
"BE34054C0","BE12","","",0.53
"BE34055C0","BE00","","",91.05
"BE34056C0","BE15","","",0.69
"BE34057C0","BE12","","",0.96
"BE34058C0","BE00","","",94.15
"BE34059C0","BE15","","",0.12
"BE34061C0","BE02","","",0.06
"BE34061C0","BE15","","",0.27
"BE34062C0","BE00","","",100
"BE34063C0","BE01","","",3.4
"BE34066C0","BE02","","",0.76
"BE34067C0","BE12","","",2.65
"BE35002C0","BE00","","",63.76
"BE35002C0","BE15","","",1.41
"BE35003C0","BE00","","",68.77
"BE35003C0","BE15","","",1.62
"BE35004C0","BE00","","",79.4
"BE35007C0","BE00","","",88.15
"BE35009C0","BE12","","",2.49
"BE35011C0","BE00","","",89.05
"BE35011C0","BE01","","",2.74
"BE35012C0","BE00","","",79.15
"BE35012C0","BE15","","",0.04
"BE35015C0","BE01","","",0.56
"BE35016C0","BE02","","",0.63
"BE35016C0","BE04","","",5.1
"BE35018C0","BE00","","",98.77
"BE35019C0","BE12","","",1.42
"BE35020C0","BE00","","",47.56
"BE35020C0","BE02","","",1.86
"BE35025C0","BE00","","",99.52
"BE35026C0","BE12","","",1.56
"BE35029C0","BE02","","",2.29
"BE35030C0","BE00","","",35.95
"BE35031C0","BE05","","",15.76
"BE35032C0","BE02","","",0.71
"BE35032C0","BE05","","",99.93
"BE35035C0","BE02","","",3.38
"BE35037C0","BE00","","",97.49
"BE35041C0","BE02","","",1.78
"BE35042C0","BE00","","",99.64
"BE35045C0","BE00","","",98.51
"BE35045C0","BE15","","",0.06
"BE35046C0","BE00","","",100
"BE35047C0","BE00","","",98.45
"BE35048C0","BE00","","",100
"BE35049C0","BE00","","",100
"BG0000100","BG00","","",100
"BG0000102","BG04","","",1.11
"BG0000103","BG06","Rakitnik","*",0.19
"BG0000104","BG06","Snezhinska koriya","*",0.25
"BG0000107","BG03","Aleksandriyska gora","*",0.06
"BG0000107","BG03","Skalno obrazuvanie ""Vratata""","+",0.02
"BG0000113","IN03","Bistrishko branishte Reserve","+",4
"BG0000116","BG01","Kamchiya","+",6.2
"BG0000117","BG06","Zhelezni vrata","*",0.03
"BG0000118","BG00","","",
"BG0000118","BG05","Zlatni pyasatzi","=",100
"BG0000130","BG00","","",98.17
"BG0000132","BG06","","",17.51
"BG0000133","BG04","Varbov dol","+",0.13
"BG0000133","BG06","","",0.2
"BG0000133","BG06","Pregrada","*",0.03
"BG0000134","BG00","","",46.19
"BG0000134","BG06","","",53.81
"BG0000138","BG00","","",100
"BG0000146","BG03","Pyasachni Dyuni M/U K-G.Zl.Ribka I K-G Gradina","+",3.05
"BG0000146","BG06","","",4.73
"BG0000146","BG06","Ostrovi Sv. Ivan i Sv. Petar","+",2.4
"BG0000152","BG06","","",80
"BG0000154","BG06","Durankulashko ezero","+",7.79
"BG0000156","BG06","SHABLA LAKE","+",16
"BG0000164","BG01","","",6.05
"BG0000166","BG03","","",2.5
"BG0000166","BG05","","",85
"BG0000166","BG06","Vola","+",0.43
"BG0000167","BG05","Belasitsa","*",96.7
"BG0000169","BG04","","",
"BG0000171","BG06","Kalimok - Brushlen","+",0
"BG0000178","BG00","","",98.1
"BG0000178","BG04","Dervisha","+",0.42
"BG0000182","BG06","","",5.33
"BG0000191","BG00","","",73
"BG0000191","BG06","KAZASHKO","+",27
"BG0000192","BG03","","",0.3
"BG0000198","BG00","","",100
"BG0000199","BG04","Ibisha","+",1.96
"BG0000206","BG00","","",100
"BG0000209","BG01","Bauvi dupki - Dzhindzhiritza","+",7.41
"BG0000209","IN05","Pirin People's park","+",65
"BG0000136","BG00","","",100
"BG0000143","BG00","","",100
"BG0000146","BG03","","",3.05
"BG0000152","BG00","","",20
"BG0000152","BG06","POMORIYSKO EZERO","+",80
"BG0000152","IN06","IBA","=",100
"BG0000154","IN00","Ezero Durankulak","+",100
"BG0000164","BG03","","",0.67
"BG0000164","BG03","Trite peshteri","+",0.38
"BG0000164","BG03","Zmeevi dupki","*",0.01
"BG0000164","BG05","","",100
"BG0000166","BG00","","",13.85
"BG0000166","BG03","Novata peshtera","+",0.01
"BG0000166","BG03","Temnata dupka","+",
"BG0000166","BG06","Lakatnishki skali","+",0.04
"BG0000166","IN06","Vrachanski Balkan","+",100
"BG0000308","BG00","","",100
"BG0000313","BG00","","",100
"BG0000332","BG03","GALABARNIKA","+",
"BG0000332","BG03","KAMARATA","+",
"BG0000332","BG03","SAMUILITSA 1 AND 2","+",
"BG0000332","BG03","SKOKA WATERFALL - BELILKATA RIVER","+",0
"BG0000332","BG03","SVIRCHOVITSA CAVE","+",
"BG0000332","BG03","TEMNATA DUPKA CAVE","+",
"BG0000332","BG06","","",0.01
"BG0000334","BG00","","",99.73
"BG0000335","BG06","","",0.4
"BG0000374","BG00","","",98.1
"BG0000374","BG04","Uchilishtna gora","+",1.9
"BG0000377","BG06","Kalimok - Brushlen","+",79.44
"BG0000382","BG00","","",7.46
"BG0000396","BG01","Kitka","+",0.09
"BG0000396","BG04","Persinski blata","+",1.29
"BG0000399","BG03","","",3.75
"BG0000117","IN06","Kotlenska planina","=",100
"BG0000118","BG05","","",100
"BG0000130","BG06","Bezhanovo","+",1.83
"BG0000132","BG03","Gorna i dolna Kalladzha","*",1.05
"BG0000133","BG04","Kirov dol","+",0.09
"BG0000133","BG04","Valchi prohod","+",0.07
"BG0000134","BG06","Chokliovo blato","+",53.81
"BG0000137","BG00","","",100
"BG0000141","BG00","","",100
"BG0000146","BG00","","",92.22
"BG0000146","BG06","Blatoto","+",2.33
"BG0000151","BG00","","",100
"BG0000154","BG00","","",92.21
"BG0000154","BG06","","",7.79
"BG0000156","IN00","Shablensko ezero","+",13
"BG0000156","IN06","IBA","=",100
"BG0000164","BG00","","",
"BG0000164","BG01","Kutelka","+",6.05
"BG0000164","BG03","Kushbunar","+",0.13
"BG0000164","BG05","Sinite kamani","=",100
"BG0000165","BG00","","",100
"BG0000166","BG01","Vrachanski karst","+",4.05
"BG0000166","BG03","Ledenika","+",0.19
"BG0000166","BG03","Rashkov dol","+",1
"BG0000166","BG05","Vrachanski balkan","+",85
"BG0000167","BG01","Kongura","+",11.84
"BG0000168","BG00","","",99.63
"BG0000168","BG03","Topchijsko dere","*",0.07
"BG0000169","BG00","","",99.93
"BG0000169","BG04","Srebarna","/",
"BG0000169","BG06","","",0.07
"BG0000169","BG06","Pametnika","*",0.07
"BG0000180","BG00","","",100
"BG0000190","BG03","Ezeroto Bilyakovetz","*",0.74
"BG0000191","BG06","","",27
"AT2229000","AT03","Sommersguter Moor","",
"AT2229000","AT04","","",44
"AT2229000","AT04","LSG Nr. 39: Waldbach-Vorau-Hochwechsel","",40
"AT2229002","AT03","","",4
"AT2229002","AT03","Ennsaltarme von Niederstuttern","-",2
"AT1302000","AT03","Lainzer Tiergarten","=",100
"AT1302000","AT10","","",10
"AT1302000","AT10","Johannser Kogel","+",10
"AT1303000","AT10","Diverse","+",5
"AT1305000","","Biosphärenpark Wienerwald","=",100
"AT2101000","AT01","","",100
"AT2102000","","Salzburger Lungau und Kärntner Nockberge","-",100
"AT2104000","","Sablatnigmoor bei Eberndorf","=",100
"AT2104000","AT14","","",98
"AT2105000","AT03","","",100
"AT2108000","AT03","","",100
"AT2108000","AT04","Äußeres Pöllatal","/",0
"AT2109000","AT03","Wolayersee und Umgebung","=",100
"AT2110000","AT14","","",80
"AT2111000","AT03","","",100
"AT2111000","AT03","Vogelschutzgebiet Völkermarkter Stausee","=",100
"AT2112000","AT03","Villacher Alpe (Dobratsch)","=",100
"AT2114000","AT00","","",57
"AT2117000","AT04","Turnersee","-",100
"AT2119000","AT14","","",40
"AT2120000","","Natura 2000 Villacher Alpe Dobratsch","/",0
"AT2120000","AT02","Naturpark Dobratsch","*",95
"AT2120000","AT11","","",1
"AT2124000","AT14","","",15
"AT2125000","AT14","","",25
"AT2126000","AT04","","",50
"AT2127000","AT00","","",40
"AT2128000","AT14","","",6
"AT2130000","AT04","Maiernigg","-",30
"AT2133000","AT03","Guntschacher Au","=",100
"AT2135000","AT14","","",80
"AT2135000","AT30","AT2114000","/",0
"AT2140000","AT00","","",100
"AT2142000","AT14","","",70
"AT2143000","AT10","","",90
"AT2145000","AT00","","",100
"AT2146000","AT14","","",100
"AT2149000","AT10","Stiel-Eichen beim Schloss Krastowitz","+",10
"AT2204000","AT03","Steirisches Dachsteinplateau","=",100
"AT2205000","AT03","","",22
"AT2208000","AT00","Talboden der Lafnitz","-",93
"AT2209000","AT02","","",35
"AT2209000","AT03","Naturschutzgebiet Nr.XI, Klafferkessel","*",2
"AT2241000","AT02","Naturpark Eisenwurzen","+",100
"AT2242000","AT00","","",62
"AT2242000","AT06","Wasserfall in der Weißen Sulm","+",1
"AT2243000","AT03","","",100
"AT2243000","AT03","Totes Gebirge West","+",65
"AT2247000","AT00","","",100
"AT3103000","AT03","","",100
"AT3111000","AT01","","",77
"AT3112000","AT17","","",40
"AT3113000","AT00","","",77
"AT3114000","AT03","","",47
"AT3114000","AT17","","",8
"AT3117000","AT16","","",99
"AT3118000","AT17","","",45
"AT3119000","AT17","","",32
"AT3121000","AT00","","",95
"AT3122000","AT00","","",52
"AT3124000","AT03","","",5
"AT3128000","AT10","","",0.01
"AT3129000","AT30","","",70.6
"AT3130000","AT00","","",100
"AT3132000","AT10","","",5
"AT3139000","AT03","","",18
"AT3140000","AT03","","",100
"AT3141000","AT03","","",90
"AT3145000","AT00","","",97.5
"AT3145000","AT03","","",2.5
"AT3201014","AT30","","",100
"AT3202006","AT30","","",100
"AT3203010","","DE8341301 Natura 2000 Gebiet Winkelmoos-Hemmersuppenalm","/",0
"AT3204002","AT03","","",100
"AT3205021","AT04","","",100
"AT3205021","AT21","Pflanzenschutzgebiet Obertauern","*",50
"AT3206007","AT04","","",10
"AT3209022","AT16","","",0
"AT3211012","AT03","","",100
"AT3211012","AT06","GLT Bluntautal (=Natura 2000-Gebiet)","/",0
"AT3213003","AT03","","",100
"AT3217000","AT30","","",100
"AT3219000","","pSCI ""Winklmoos und Hemmersuppenalm"" (DE)","/",0
"AT3219000","AT13","NSG Winklmoos","/",0
"AT3219000","AT30","","",100
"AT3220000","","NP Berchtesgaden, Natura 2000-Gebiet","/",0
"AT3220000","AT03","NSG und ESG Kalkhochalpen","*",90
"AT3220000","AT04","LSG Weißbacher Gemeinschaftsalmen","*",10
"AT3221000","AT30","","",100
"AT3223000","","DE7744301 Salzach und Unterer Inn","/",0
"AT3223000","AT16","","",1
"AT3224000","AT11","Entrische Kirche","=",100
"AT3227000","AT21","Untersberg","/",0
"AT3228000","AT14","","",27
"AT3229000","AT03","","",100
"AT3230000","AT03","","",100
"AT3231000","AT06","","",100
"AT3233000","AT20","","",100
"AT3235000","AT02","Naturpark Riedingtal","-",100
"AT3238000","AT04","LSG Obertauern","-",100
"AT3239000","AT17","","",30
"AT3240000","AT01","Nationalpark Hohe Tauern","/",0
"AT3244000","AT14","","",60
"AT3246000","AT04","Obertauern","-",100
"AT3301000","AT01","NP Hohe Tauern Ktn","/",
"AT3302000","AT03","","",100
"AT3309000","AT14","","",10
"AT3310000","AT04","","",90
"AT3315000","AT16","","",2
"AT3401000","AT30","","",100
"AT3404000","AT03","","",20
"AT3404000","AT30","Soren, Gleggen-Köblern, Schweizer Ried und Birken-Schwarzes Zeug","/",
"AT3405000","AT17","","",10
"AT3408000","AT03","","",100
"AT3410000","AT30","","",100
"AT3411000","AT30","","",100
"AT3412000","AT18","","",2
"AT3413000","AT13","","",70
"AT3414000","AT16","","",20
"AT3415000","AT06","","",60
"AT3416000","AT06","","",6.22
"AT2236000","AT06","","",7
"AT2236000","AT17","","",80
"AT2238000","AT03","","",100
"AT2241000","AT03","","",100
"AT2242000","AT03","","",2
"AT2242000","AT17","","",30
"AT2244000","AT04","","",100
"AT2244000","AT04","Nördliches und östliches Hügelland von Graz","+",100
"AT2245000","AT99","","",100
"AT2248000","AT00","","",100
"AT2249000","AT04","","",100
"AT2250000","AT04","","",7.12
"AT3101000","AT00","","",7
"AT3102000","AT03","","",35
"AT3107000","AT03","","",100
"AT3108000","AT00","","",87
"AT3113000","AT03","","",8
"AT3113000","AT03","Naturschutzgebiet Fischlhamer Au","+",100
"AT3117000","AT17","","",1
"AT3119000","AT00","","",68
"AT3122000","AT03","","",2
"AT3125000","AT03","","",63
"AT3129000","AT00","","",27
"AT3129000","AT03","","",2.4
"AT3137000","AT04","","",4.35
"AT3143000","AT00","","",11
"AT3146000","AT03","","",100
"AT3147000","AT03","","",100
"AT3148000","AT03","","",100
"AT3205021","AT03","","",100
"AT3206007","AT03","GLT Bluntautal","=",100
"AT3206007","AT06","","",100
"AT3206007","AT06","LSG Göll, Hagengebirge, Hochkönig, Steinernes Meer","*",10
"AT3209022","AT17","","",0
"AT3210001","","Krimmler Wasserfälle","+",100
"AT3211012","AT10","Naturdenkmal Mitterkaser","+",5
"AT3211012","AT11","Tantalhöhle, Bärenhöhle, Gruberhornhöhle","+",0
"AT3214000","AT03","","",100
"AT3214000","AT30","","",100
"AT3219000","","AT3203010 Winklmoos","/",0
"AT3223000","AT04","LSG Irlacher Au","*",5
"AT3224000","AT30","","",100
"AT3226000","AT30","","",100
"AT3227000","AT04","","",100
"AT3227000","AT30","","",100
"AT3228000","AT30","","",100
"AT3232000","AT06","","",100
"AT3236000","AT04","","",100
"AT3243000","AT00","","",5
"AT3243000","AT06","","",90
"AT3244000","AT00","","",40
"AT3245000","AT06","","",100
"AT3246000","AT04","","",100
"AT3301000","AT01","","",100
"AT3301000","AT01","NP Hohe Tauern Sbg","/",
"AT3308000","AT14","","",98
"AT3312000","AT03","","",100
"AT3313000","AT32","","",10
"AT3314000","AT23","","",95
"AT3401000","AT38","","",100
"AT3402000","","Rheindelta","=",100
"AT3402000","AT23","","",2
"AT3402000","AT30","","",100
"AT3402000","AT31","","",5
"AT3403000","AT03","","",100
"AT3403000","AT15","","",10
"AT3404000","AT04","","",80
"AT3405000","AT30","","",100
"AT3408000","AT35","","",70
"AT3409000","AT13","","",5
"AT3409000","AT30","","",100
"AT3413000","AT19","","",100
"AT3415000","AT33","","",30
"AT3417000","AT30","","",100
"AT3417000","AT33","","",91
"AT3418000","AT10","","",100
"AT3418000","AT33","","",59
"AT3422000","AT30","","",100
"AT3423000","AT30","","",100
"AT3425000","AT00","","",100
"AT3426000","AT03","","",100
"AT3429000","AT33","","",90
"AT3432000","AT33","","",100
"AT3434000","AT33","","",100
"AT3436000","AT00","","",100
"AT3437000","AT00","","",100
"AT3438000","AT25","","",100
"BE1000001","BE32","","",7.5
"BE1000003","BE30","","",34
"BE31001C0","BE15","","",1.03
"BE31002C0","BE00","","",21.91
"BE31003C0","BE00","","",72.4
"BE31006C0","BE12","","",53.83
"BE31011C0","BE12","","",4.32
"BE31012C0","BE01","","",14.09
"BE32004C0","BE05","","",99.46
"BE32005C0","BE15","","",0.13
"BE32006C0","BE00","","",100
"AT2229002","AT03","Gersdorfer Altarm","-",
"AT2229002","AT99","Europaschutzgebiet ""Gamperlacke""","-",3
"AT2230000","AT03","","",1
"AT2230000","AT03","Nr. 29c: Trockenwiese in der Höll","-",1
"AT2230000","AT04","LSG 37: : Gleichenberger Kogel, Kapfenstein, Stradner Kogel","-",33
"AT2230000","AT17","","",1
"AT2233000","","Raabklamm","-",80
"AT2236000","AT06","Murauen in Weyern","-",1
"AT2238000","AT03","Gersdorfer Altarm","=",100
"AT2240000","AT04","","",20
"AT2241000","AT02","","",100
"AT2242000","AT03","Seekar und Bärental","*",2
"AT2242000","AT04","","",5
"AT2242000","AT04","Koralpe","*",5
"AT2242000","AT06","","",1
"AT2243000","AT03","Totes Gebirge Ost","+",34
"AT3101000","AT03","Naturschutzgebiet ""Dachstein""","+",93
"AT3104000","AT03","","",100
"AT3105000","","Unterer Inn","-",100
"AT3108000","AT03","","",4
"AT3111000","AT00","","",23
"AT3113000","AT03","Naturschutzgebiet Almauen","+",100
"AT3113000","AT03","Naturschutzgebiet Wirt am Berg","+",100
"AT3113000","AT17","","",15
"AT3114000","AT00","","",45
"AT3115000","AT00","","",90
"AT3116000","AT03","","",100
"AT3120000","AT00","","",82
"AT3121000","AT17","","",5
"AT3123000","AT03","","",17
"AT3123000","AT16","","",9
"AT3124000","AT00","","",95
"AT3131000","AT00","","",75.2
"AT3132000","AT00","","",95
"AT3133000","AT03","","",100
"AT3135000","AT03","","",100
"AT3136000","AT00","","",100
"AT3137000","AT00","","",30.65
"AT3138000","AT00","","",100
"AT3139000","AT30","","",100
"AT3201014","","Biogenetisches Reservat Wenger Moor","=",100
"AT3202006","AT03","","",100
"AT3203010","AT03","","",100
"AT3203010","AT30","","",100
"AT3204002","","Biogen. Reservat Sieben-Möser-Gerlosplatte","=",100
"AT3204002","AT30","","",100
"AT3208118","AT30","","",100
"AT3209022","AT04","LSG Irlacher Au","*",20
"AT3209022","AT99","","",100
"AT3210001","AT01","","",100
"AT3211012","AT03","Naturschutzgebiet Kalkhochalpen","=",100
"AT3211012","AT11","","",100
"AT3212111","AT03","","",100
"AT3212111","AT30","","",100
"AT3214000","","Rotmoos im Fuschertal","*",50
"AT3215000","AT30","","",100
"AT3216000","AT30","","",100
"AT3218000","AT30","","",100
"AT3220000","AT30","","",100
"AT3222000","","Überling-Moore","-",100
"AT3222000","AT30","","",100
"AT3223000","AT04","","",5
"AT3224000","AT11","","",100
"AT3225000","AT30","","",100
"AT3229000","AT30","","",100
"AT3229000","AT30","AT3123000","/",0
"AT3232000","AT06","GLT Kopfweiden am Almkanal","=",100
"AT3234000","AT03","","",100
"AT3235000","AT29","","",100
"AT3235000","AT29","Biospärenpark Lungau/Kärntner Nockberge","-",100
"AT3236000","AT04","LSG Niedere Tauern","-",100
"AT3241000","AT04","","",100
"AT3241000","AT04","Untersberg","-",100
"AT3243000","AT14","","",5
"AT3246000","AT25","","",100
"AT3246000","AT25","Obertauern","-",100
"AT3305000","AT05","","",100
"AT3306000","AT23","","",100
"AT3307000","AT10","","",90
"AT3315000","AT23","","",2
"AT3403000","AT14","","",20
"AT3404000","AT30","","",100
"AT3406000","AT13","","",50
"AT3406000","AT30","","",100
"AT3407000","AT03","","",100
"AT3407000","AT30","","",100
"AT3408000","AT30","","",100
"AT3410000","AT03","","",100
"AT3411000","AT03","","",1
"AT2229002","AT03","Gamperlacke in der Stadtgemeinde Liezen","-",1
"AT2229002","AT03","Iris-sibirica Wiesen","-",
